File title$Item title & copyright
liv_000916_copyright_information.txt$Livingstone, David, 1813-1873. Moteverde, Emilio Achilles, 1803-1881. Letter to The Earl of Clarendon, 26 August 1856.   
liv_000513_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 13 July 1842. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000520_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 26 September 1842. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000522_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 21 March 1843. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000523_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Agnes Livingstone 1, [21 March 1843?]. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000542_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1, [6 August 1843?]. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000543_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1, 2 August 1843. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000460_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Agnes Livingstone 1, [1838-1839]. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000555_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 16 December 1843. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000557_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 27 April 1844. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000559_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1, 21 May 1844. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000598_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 1 October 1845. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000601_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Agnes Livingstone 2, 11 November 1845. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000607_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1, 17 January 1846. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000626_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 15 March 1847. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000631_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Agnes Livingstone 1, 4 May 1847. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000644_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1, 7 Nov 1847, 3 Jan 1848. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000654_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 5 July 1848. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000458_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1, 5 May 1839. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000666_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1, 31 January 1849. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000671_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1, 20 April 1849. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000682_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William C. Oswell, 11 October 1849. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000692_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Agnes Livingstone 2, 5 February 1850. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000698_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Parents and Sisters, 28 July 1850. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000712_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Parents and Sisters, 4 December 1850. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000718_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Parents and Sisters, 9 February 1851. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000724_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1 and Agnes Livingstone 2, 28 April 1851. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000735_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Parents and Sisters, October, 14 November 1851. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002821_copyright_information.txt$Livingstone, David, 1813-1873. Reid, [?]. One of the creators is unidentified. Two Religious Poems, One by Mr. Reid of Bellany, the Other Anonymous, September 1840. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000739_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Agnes Livingstone 2, 29 December 1851. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000771_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Livingstone Children, [September 1852?]. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000768_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Neil Livingstone 1 and Agnes Livingstone 1, 26 September 1852. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000479_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Janet Livingstone 1 and Agnes Livingstone 2, 30 March 1841. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000782_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Livingstone Children, November 1852. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000781_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Thomas S. Livingstone, 26 November 1852. Images copyright National Library of Scotland. Creative Commons Share-alike 2.5 UK: Scotland (https://creativecommons.org/licenses/by-nc-sa/2.5/scotland/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
